fecha,ANDINA_BANCO,ANDINA_ENERGIA,ANDINA_ALIMENTOS,ANDINA_TECNOLOGIA
2023-12-01,-0.006864408269202661,0.004494271857381899,-0.004300193343414929,0.05167937619067343
2024-01-01,0.039692442387922036,0.04015015685358997,0.049109108828407466,0.10614844707010018
2024-02-01,-0.029252044015172264,-0.042675783695521004,-0.04345272301213012,0.03173762246844403
2024-03-01,0.10479305872761563,0.1507104934749985,0.03704782530024665,0.22199309096999562
2024-04-01,-0.04477779200449819,0.033600597052484846,-0.030929904308255405,0.12991806778810466
2024-05-01,0.10827105773339551,0.09084216445145725,0.06045658273574479,0.12594402880467226
2024-06-01,0.02154648714957435,0.004654193350264697,0.03463892136634729,0.09925360215013579
2024-07-01,-0.002609842319927164,0.010043124713204989,-0.012875430848061257,0.04629953399183797
2024-08-01,0.04058060044116372,0.021690771859885237,0.020899774055549426,0.08573400961096461
2024-09-01,-0.08063668465508106,-0.026741663296925733,7.202816695100495e-4,0.017717737578635977
2024-10-01,0.07240959001394466,0.07427987089905572,0.040197087589322264,0.09904470012822708
2024-11-01,0.0033763616092152976,-0.0036536277902560824,-9.240640028230773e-4,-0.1318548810057878
2024-12-01,-0.049256287033330654,-0.004549085639540883,-0.01326617775700219,-0.09264761375075634
2025-01-01,-0.013111491189741448,0.020791075062417896,0.012708047298060968,0.13022988237801394
2025-02-01,0.07228680212122973,0.006757899794499398,-0.004849383534615611,0.14869612034163782
2025-03-01,0.014405309361861574,-0.006704983555587235,0.04558999005823143,0.009537586393120592
2025-04-01,0.005708891872702411,-0.04784727252987557,-0.007599044488508538,-0.14340476945733896
2025-05-01,0.05690047771096814,0.05795610833719404,0.035076716109424234,0.02896003560771422
2025-06-01,0.11236614245932708,0.11266920260084848,0.021223697177155856,0.04585903162942914
2025-07-01,-0.027525632205759654,-0.09154290304734984,-0.029720492141831496,-0.15409721902783624
2025-08-01,0.07890657610217469,0.04956851968319838,0.044519318887290354,0.12747448915505905
2025-09-01,2.2887682720893268e-4,0.011412090129860929,0.002857628159686404,9.715063503796138e-4
2025-10-01,0.027490826755676386,0.02768268017985278,0.027868493467738203,0.13034582914466303
2025-11-01,-0.04423303998556176,-0.06416748535295093,-0.04454445749473904,-0.1305831016544884
2025-12-01,-0.011633180843361155,-0.02874838127885227,0.01245433221069069,-0.046098452917830726
